episode,step,p_hidden,delta_p_hidden,reward,cum_reward,rew_coverage,rew_classifier,rew_all_found,rew_success_classified,rew_survival,found_objects,objects_found_so_far,correct_objects,hidden_objects,total_objects,all_objects_found_real,model_confidence_all_found,classifier_confidence_mean,success,cam_x,cam_y,cam_z,cam_roll,cam_pitch,cam_yaw,cam_w
0,1,0.800204262890056,0.07602445781230927,2.52048921585083,2.52048921585083,1.52048921585083,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.19979573710994403,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
0,2,0.7321638149250336,0.06804044544696808,2.360808849334717,4.881298065185547,1.3608088493347168,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.2678361850749664,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
0,3,0.6601693749332109,0.07199443876743317,2.4398887157440186,7.321186780929565,1.4398887157440186,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.33983062506678907,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
0,4,0.6212824256385621,0.03888694941997528,1.7777389883995056,9.098925769329071,0.7777389883995056,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.37871757436143794,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
0,5,0.5818154494141609,0.0394669771194458,1.789339542388916,10.888265311717987,0.789339542388916,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.41818455058583914,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
1,1,0.7931220457157838,0.062245700508356094,2.2449140548706055,2.2449140548706055,1.2449140548706055,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.20687795428421618,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
1,2,0.7343314854889612,0.05879056081175804,2.1758111715316772,4.420725226402283,1.1758111715316772,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.2656685145110388,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
1,3,0.6941769219490592,0.04015456512570381,1.803091287612915,6.223816514015198,0.803091287612915,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.3058230780509408,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
1,4,0.662461455755535,0.03171546757221222,1.6343093514442444,7.858125865459442,0.6343093514442444,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.33753854424446506,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
1,5,0.6014250310582491,0.06103642284870148,2.2207283973693848,10.078854262828827,1.2207283973693848,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.39857496894175093,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
2,1,0.7607473273449243,0.04062287136912346,1.8124574422836304,1.8124574422836304,0.8124574422836304,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.23925267265507566,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
2,2,0.6920931202285993,0.06865420937538147,2.3730841875076294,4.18554162979126,1.3730841875076294,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.30790687977140074,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
2,3,0.6519325236604362,0.04016059637069702,1.8032119274139404,5.9887535572052,0.8032119274139404,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.3480674763395638,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
2,4,0.5937537133376803,0.05817880854010582,2.163576126098633,8.152329683303833,1.1635761260986328,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.40624628666231966,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
2,5,0.5629539616182915,0.030799752101302147,1.6159950494766235,9.768324732780457,0.6159950494766235,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4370460383817085,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
3,1,0.6954191932067649,0.05266128107905388,2.0532256364822388,2.0532256364822388,1.0532256364822388,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.30458080679323507,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
3,2,0.6453731439746148,0.05004604905843735,2.0009210109710693,4.054146647453308,1.0009210109710693,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.35462685602538524,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
3,3,0.6037016313953825,0.0416715107858181,1.8334302306175232,5.887576878070831,0.8334302306175232,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.39629836860461753,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
3,4,0.5555021881320915,0.04819944500923157,1.9639889001846313,7.851565778255463,0.9639889001846313,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4444978118679085,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
3,5,0.5186613828444607,0.03684080392122269,1.7368160486221313,9.588381826877594,0.7368160486221313,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4813386171555393,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
4,1,0.6623616897745661,0.046055398881435394,1.9211080074310303,1.9211080074310303,0.9211080074310303,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.3376383102254339,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
4,2,0.596648919122304,0.06571277230978012,2.314255475997925,4.235363483428955,1.3142554759979248,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.403351080877696,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
4,3,0.5630627191103923,0.03358620032668114,1.671724021434784,5.907087504863739,0.6717240214347839,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4369372808896077,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
4,4,0.5320823493602829,0.030980369076132774,1.619607388973236,7.526694893836975,0.6196073889732361,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.46791765063971713,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
4,5,0.5046583376614429,0.027424011379480362,1.548480212688446,9.075175106525421,0.548480212688446,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.49534166233855714,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
5,1,0.5794866879339303,0.05921828746795654,2.184365749359131,2.184365749359131,1.1843657493591309,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4205133120660697,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
5,2,0.5431183626783064,0.03636832535266876,1.7273665070533752,3.911732256412506,0.7273665070533752,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4568816373216936,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
5,3,0.4983858320021316,0.044732529670000076,1.8946505784988403,5.806382834911346,0.8946505784988403,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5016141679978684,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
5,4,0.4584536665195186,0.039932165294885635,1.7986432909965515,7.605026125907898,0.7986432909965515,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5415463334804814,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
5,5,0.4300358467978693,0.02841782011091709,1.5683563947677612,9.17338252067566,0.5683563947677612,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5699641532021307,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
6,1,0.5624869265679661,0.049863316118717194,1.9972662925720215,1.9972662925720215,0.9972662925720215,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.43751307343203394,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
6,2,0.5278355401143743,0.034651387482881546,1.6930277347564697,3.690294027328491,0.6930277347564697,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.4721644598856257,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
6,3,0.4876825344121537,0.040153004229068756,1.8030600547790527,5.493354082107544,0.8030600547790527,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5123174655878463,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
6,4,0.4641821059227524,0.02350042760372162,1.4700085520744324,6.963362634181976,0.4700085520744324,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5358178940772476,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
